id	bank8k	prg_offset	file_offset	capacity	display_limit	original_hex	original_text	translation	ui_width	ui_lines	wrapped_preview	encoded_length
D0425	03	076D8	076E8	19		8E AD 94 8B AE 88 AD 99 FF 84 9D AE 83 92 84 A6 AD 85 AE	そんなじけんは おぼえておらんが	Не помню такого дела.	26	4	Не помню такого дела.	21
D0426	03	076EC	076FC	19		8A B0 8A 93 85 83 B0 92 87 A9 BF 8B 89 AE 93 85 AE 80 A8	さっさとかえってくれ。しごとがある	Уходите.У меня работа.	26	4	Уходите.У меня работа.	22
D0427	03	07700	07710	13		AB 8C A9 8F 94 BF 8E AD 94 89 93 99 0D	わすれたな。そんなことは・・・	Не помню.Такого...	26	4	Не помню.Такого...	18
D0428	03	0770E	0771E	11		0D 8E A9 85 AE 93 AE 82 8B 8F BF	・・・それがどうした。	И что с того.	26	4	И что с того.	13
D0429	03	0771A	0772A	10		AB 8B 99 FF 94 95 A2 8B A6 AD	わしは なにもしらん	Я ничего не знаю.	26	4	Я ничего не знаю.	17
D0430	03	07725	07735	14		8B 91 89 81 88 81 8B AE 8F AE BF 85 83 A9	しつこいけいじだ。かえれ	Назойливый детектив.Уходи.	26	4	Назойливый детектив.Уходи.	26
D0431	03	07734	07744	24		0B 99 FF AB 8B 98 A0 8C 89 8F AE BF 8E A9 85 AE 93 AE 82 85 8B 8F 98 85	ビルは わしのむすこだ。それがどうかしたのか	Билл мой сын.И что?	26	4	Билл мой сын.И что?	19
D0432	03	0774D	0775D	13		0D 99 94 8C 89 93 99 FF 94 95 A2 94 81	・・・はなすことは なにもない	Мне нечего сказать.	26	4	Мне нечего сказать.	19
D0433	03	0775B	0776B	24		91 9E 99 FF 9A AE B3 82 8B 8B 8F BF B6 B4 97 AD A2 9E 83 98 89 93 8F AE	つまは びょうしした。20ねんもまえのことだ	Жена умерла от болезни.Это было 20 лет назад.	26	4	Жена умерла от болезни.Это | было 20 лет назад.	45
D0434	03	0777C	0778C	26		88 81 8A 91 95 99 FF 99 A3 87 FF 99 AD 95 AD AC 8F 81 9D 8B 92 A2 A6 81 8F 81	けいさつには はやく はんにんをたいほしてもらいたい	Полиция должна скорее найти убийцу.	26	4	Полиция должна скорее | найти убийцу.	35
D0435	03	07799	077A9	9		94 95 85 89 AE A5 82 0A 85	なにかごようですか	Что вам нужно?	26	4	Что вам нужно?	14
D0436	03	077A3	077B3	7		9E 8F AE 94 95 85 FE	まだなにか？	Ещё что?	26	4	Ещё что?	8
D0437	03	077AB	077BB	14		DE C1 C7 BF DD FC E8 D2 AE C1 EC C7 AE 0A	マイク。ホールデイヲグです	Майк Холдинг.	26	4	Майк Холдинг.	13
D0438	03	077BA	077CA	5		B7 B4 8A 81 0A	30さいです	30 лет.	26	4	30 лет.	7
D0439	03	077C0	077D0	11		89 98 85 81 8B B1 98 8D AD A0 0A	このかいしゃのせんむです	Я директор этой фирмы.	26	4	Я директор этой фирмы.	22
D0440	03	077CC	077DC	5		ED 85 AE 8F 0A	Aがたです	Группа A.	26	4	Группа A.	9
D0441	03	077D2	077E2	24		90 90 98 D3 D5 FC 93 FF 99 99 98 E7 CA FF 8E A9 95 91 9E 98 C8 C1 D3 0A	ちちのトニーと ははのリサ それにつまのケイトです	Отец Тони мать Лиза и жена Кейт.	26	4	Отец Тони мать Лиза и жена | Кейт.	32
D0442	03	077EB	077FB	12		86 B0 92 93 FF 8B AE B3 82 99 AE 0A	きってと じょうばです	Марки и верховая езда.	26	4	Марки и верховая езда.	22
D0443	03	077F8	07808	19		95 AB 98 8B 99 AE 85 A7 99 FF 9E 85 8D 92 87 8F AE 8A 81	にわのしばかりは まかせてください	Я отлично стригу газон.	26	4	Я отлично стригу газон.	23
D0444	03	0780C	0781C	9		C4 D9 C1 C4 98 82 9E A9 0A	オハイオのうまれです	Родился в Огайо.	26	4	Родился в Огайо.	16
D0445	03	07816	07826	21		F6 DD EB C1 D3 DD FC C7 BF C7 E6 DB AE F7 95 FF 99 81 B0 92 09	「ホワイトホーク。クラブ」に はいっています	Член Уайт Хок Клуб.	26	4	Член Уайт Хок Клуб.	19
D0446	03	0782C	0783C	42		C8 C1 D3 93 88 B0 89 AD 8B 92 85 A6 99 FF A5 87 A1 AD 93 AE 82 AC 9F 92 A2 A6 81 0C BF 8F A5 A7 95 94 A8 84 93 89 92 AE 8B 8F	ケイトとけっこんしてからは よくめんどうをみてもらいました。たよりになるおとこでした	После свадьбы с Кейт Билл помогал мне.Надёжный человек.	26	4	После свадьбы с Кейт Билл | помогал мне.Надёжный | человек.	55
D0447	03	07859	07869	28		88 B0 89 AD 8B 92 FF 9E A2 94 81 93 81 82 98 95 FF 85 AB 81 8E 82 94 FF 99 94 8B 0A	けっこんして まもないというのに かわいそうな はなしです	Жаль.Молодожёны и такая беда.	26	4	Жаль.Молодожёны и такая | беда.	29
D0448	03	07878	07888	15		84 93 82 8A AD 99 FF 95 85 AE 92 94 AD 0A A5	おとうさんは にがてなんですよ	С её отцом мне трудно.	26	4	С её отцом мне трудно.	22
D0449	03	0788A	0789A	70		8F AE 81 85 AE 87 85 AE FF 81 B0 8B B3 92 AE 8B 8F BF 0B 9F 8F 81 95 FF 86 98 91 A5 8A 93 FF 84 8B 85 AE 8F A7 94 81 AD 0A BF 88 B0 89 AD AC 8C 8C A1 92 9E 8C 85 AE FF 8C 86 94 9A 93 99 FF 81 A8 9F 8F 81 0A A5	だいがくが いっしょでした。ビルみたいに きのつよさと おしがたりないんです。けっこんをすすめてますが すきなひとは いるみたいですよ	Мы учились вместе.Фред мягче Билла.Ему пора жениться.Кажется у него есть любимая.	26	4	Мы учились вместе.Фред | мягче Билла.Ему пора | жениться.Кажется у него | есть любимая.	81
D0450	03	078D1	078E1	22		DB E9 F0 D3 AE 95 FF 9A 93 85 AE 89 AA 8D A8 93 99 FF 84 A2 83 08	フレッドに ひとがころせるとは おもえません	Не думаю,что Фред способен убить.	26	4	Не думаю,что Фред способен | убить.	33
D0451	03	078E8	078F8	37		B6 97 AD 9E 83 95 FF 88 B0 89 AD 8B 0C BF 0B 98 8B B3 82 85 81 92 AE 8B A7 80 81 0C BF 8A 81 89 82 98 91 9E 0A	2ねんまえに けっこんしました。ビルのしょうかいでしりあいました。さいこうのつまです	Женат 2 года.Нас познакомил Билл.Кейт прекрасна.	26	4	Женат 2 года.Нас | познакомил Билл.Кейт | прекрасна.	48
D0452	03	07910	07920	53		84 A3 8B AE 99 FF A5 82 8B 92 AE FF 85 81 8B B1 A2 FF 99 99 98 90 90 84 A3 98 FF 80 93 AC 91 81 92 AE 81 A8 98 0A BF 90 85 89 AE AA 99 FF 87 AA 82 8B 92 09 A5	おやじは ようしで かいしゃも ははのちちおやの あとをついでいるのです。ちかごろは くろうしていますよ	Отец приёмный.Фирма досталась от деда жены.Сейчас ему тяжело.	26	4	Отец приёмный.Фирма | досталась от деда | жены.Сейчас ему тяжело.	61
D0453	03	07946	07956	18		90 90 85 AE 0B AC FF 89 AA 8C 99 8C AE 85 AE 80 A7 08	ちちがビルを ころすはずがありません	Отец не мог убить Билла.	26	4	Отец не мог убить Билла.	24
D0454	03	07964	07974	11		80 B0 8F 89 93 85 AE 94 81 AD 0A	あったことがないんです	Никогда не встречал.	26	4	Никогда не встречал.	20
D0455	03	07972	07982	10		99 94 8B 8F 89 93 A2 80 A7 08	はなしたこともありません	Даже не разговаривал.	26	4	Даже не разговаривал.	21
D0456	03	0797F	0798F	31		CB AE F1 D7 F0 D3 98 84 93 82 93 92 AE 8B B3 82 BF 0B 99 86 A6 AB A9 92 81 8F A6 8B 81 0A 97	ジャネットのおとうとでしょう。ビルはきらわれていたらしいですね	Брат.Джанет Билл ему не нравился.	26	4	Брат.Джанет Билл ему не | нравился.	33
D0457	03	079A1	079B1	14		9A AE B3 82 81 AD 98 84 81 8B B1 8A AD 0A	びょういんのおいしゃさんです	Врач из клиники.	26	4	Врач из клиники.	16
D0458	03	079B0	079C0	14		8D AD 8D 81 85 AE FF 99 AD 95 AD 0A 85 FE	せんせいが はんにんですか？	Доктор подозреваемый?	26	4	Доктор подозреваемый?	21
D0459	03	079BF	079CF	23		85 AD 89 AE 9B 8A AD 0A BF 9A AE 8B AE AD 92 AE BF 89 98 9F 94 AD 0A	かんごふさんです。びじんで。このみなんです	Медсестра.Красивая.В моём вкусе.	26	4	Медсестра.Красивая.В моём | вкусе.	32
D0460	03	079D7	079E7	28		80 98 9A 93 95 FF 9A 93 89 AE AA 8B 94 AD 92 FF 92 AE 86 94 81 93 84 A2 09 85 AE 97	あのひとに ひとごろしなんて できないとおもいますがね	Не думаю,что она способна убить.	26	4	Не думаю,что она способна | убить.	32
D0461	03	079F4	07A04	40		EA DA AE EC CC AE 88 98 FF 84 92 91 8F AE 81 0A BF FF DB E9 F0 D3 AE 98 FF 99 99 84 A3 85 AE AB A7 98 A5 82 94 9A 93 0A	ロビヲズけの おてつだいです。 フレッドの ははおやがわりのようなひとです	Домработница Роббинсов.Фреду как мать.	26	4	Домработница | Роббинсов.Фреду как мать.	38
D0462	03	07A1F	07A2F	36		0B 98 8B 89 AE 93 98 CC C8 CB AE F2 FC E8 99 FF 85 98 8B AE B3 85 AE FF 85 AD A7 8B 92 81 8F 9F 8F 81 0A A5	ビルのしごとのスケジュールは かのじょが かんりしていたみたいですよ	Она вела рабочий график Билла.	26	4	Она вела рабочий график | Билла.	30
D0463	03	07A4F	07A5F	13		91 86 80 81 85 AE 94 81 98 92 AE FF 06	つきあいがないので しりません	Не общаемся.Не знаю.	26	4	Не общаемся.Не знаю.	20
D0464	03	07A64	07A74	9		8E 82 81 82 9A 93 99 FF 06	そういうひとは しりません	Такого не знаю.	26	4	Такого не знаю.	15
D0465	03	07A70	07A80	25		81 83 95 81 0C BF 8B 89 AE 93 98 80 93 99 FF 9E B0 8C 87 AE 85 83 A7 9E 8C	いえにいました。しごとのあとは まっすぐかえります	Был дома.После работы сразу вернулся.	26	4	Был дома.После работы | сразу вернулся.	37
D0466	03	07A8C	07A9C	8		94 AD 98 89 93 0A 85 FE	なんのことですか？	О чём вы?	26	4	О чём вы?	9
D0467	03	07A97	07AA7	20		88 81 83 81 98 89 93 99 FF 90 90 95 86 81 92 87 8F AE 8A 81	けいえいのことは ちちにきいてください	О делах спросите отца.	26	4	О делах спросите отца.	22
D0468	03	07AAE	07ABE	15		9E 80 9E 80 8B AE B1 94 81 92 AE 8B B3 82 85	まあまあじゃないでしょうか	Вроде всё нормально.	26	4	Вроде всё нормально.	20
D0469	03	07AC0	07AD0	60		8B AE B3 82 99 AE 98 C7 E6 DB AE 0A BF 0B 85 AE FF 85 81 90 B3 82 92 AE FF 81 8D AE AD F6 E9 F0 D3 AE CF C1 C7 E6 DB AE F7 85 AE 80 B0 8F 8E 82 94 98 92 AE FF DD EB C1 D3 95 8B 0C	じょうばのクラブです。ビルが かいちょうで いぜん「レッドタイクラブ」があったそうなので ホワイトにしました	Клуб верховой езды Билл глава.Назвали Уайт в противовес старому Ред Тай.	26	4	Клуб верховой езды Билл | глава.Назвали Уайт в | противовес старому Ред | Тай.	72
D0470	03	07AFF	07B0F	39		8E 82 81 82 8B AE 88 AD 85 AE 80 A7 0C 97 BF 0B 85 AE FF F6 99 AD 95 AD AC FF 8B B0 92 81 A8 F7 93 FF 81 B0 92 0C BF	そういうじけんがありましたね。ビルが 「はんにんを しっている」と いってました。	Да такое дело было.Билл говорил,что знает преступника.	26	4	Да такое дело было.Билл | говорил,что знает | преступника.	54
D0471	03	07B29	07B39	24		C8 C1 D3 93 99 FF 82 9E 87 81 B0 92 09 BF 88 B0 89 AD 8B 92 A5 85 B0 8F	ケイトとは うまくいっています。けっこんしてよかった	С Кейт всё хорошо.Я рад браку.	26	4	С Кейт всё хорошо.Я рад | браку.	30
D0472	03	07B44	07B54	12		8B AA 98 DC AE EC D1 95 98 B0 92 09	しろのベヲツにのっています	Езжу на белом Бенце.	26	4	Езжу на белом Бенце.	20
D0473	03	07B53	07B63	16		99 99 85 AE FF 94 9E 83 AC 8B B0 92 81 8F AD 0A	ははが なまえをしっていたんです	Мама знала это имя.	26	4	Мама знала это имя.	19
D0474	03	07B6A	07B7A	29		85 AE AD 99 AE B0 92 87 8F AE 8A 81 BF C8 C1 D3 85 AE FF 8B AD 99 AF 81 8B 92 09 85 A6	がんばってください。ケイトが しんぱいしていますから	Удачи.Кейт волнуется.	26	4	Удачи.Кейт волнуется.	21
D0475	03	07B8A	07B9A	20		88 81 8B AE 8A AD 85 AE FF 07 95 94 AD 98 89 AE A5 82 0A 85	けいじさんが わたしになんのごようですか	Что вам от меня нужно?	26	4	Что вам от меня нужно?	22
D0476	03	07B9F	07BAF	31		07 99 FF 8B 89 AE 93 92 AE 81 8E 85 AE 8B 81 BF 92 9F 8B AE 85 95 84 97 85 AE 81 8B 9E 8C A5	わたしは しごとでいそがしい。てみじかにおねがいしますよ	Я занят.Говорите кратко.	26	4	Я занят.Говорите кратко.	24
D0477	03	07BBF	07BCF	12		CB AE F3 FC BF C6 F1 E7 EC D3 EC 0A	ジョー。キャリヲトヲです	Джо Кэррингтон.	26	4	Джо Кэррингтон.	15
D0478	03	07BCC	07BDC	5		B8 BD 8A 81 0A	49さいです	49 лет.	26	4	49 лет.	7
D0479	03	07BD2	07BE2	11		9B 93 AE 82 8A AD 86 AE B3 82 0A	ふどうさんぎょうです	Недвижимость.	26	4	Недвижимость.	13
D0480	03	07BDE	07BEE	6		ED EE 85 AE 8F 0A	ABがたです	Группа AB.	26	4	Группа AB.	10
D0481	03	07BE5	07BF5	28		91 9E 98 DE FC CA FF A0 8C A1 98 CB AE F1 D7 F0 D3 FF A0 8C 89 98 E6 E8 DB 85 AE 09	つまのマーサ むすめのジャネット むすこのラルフがいます	Жена Марта дочь Джанет сын Ральф.	26	4	Жена Марта дочь Джанет сын | Ральф.	33
D0482	03	07C02	07C12	25		9D AD AC A5 A0 89 93 0A BF 85 81 86 8B B3 82 8D 91 94 AD 85 FF 8C 86 0A A5	ほんをよむことです。かいきしょうせつなんか すきですよ	Люблю читать.Особенно мистику.	26	4	Люблю читать.Особенно | мистику.	30
D0483	03	07C1C	07C2C	21		9B 93 AE 82 8A AD 85 AD 92 81 8B 98 FF 8B 85 87 AC A2 B0 92 09	ふどうさんかんていしの しかくをもっています	Я лицензированный оценщик.	26	4	Я лицензированный оценщик.	26
D0484	03	07C32	07C42	40		DC AF EC CB E8 D9 AE D5 C0 98 82 9E A9 0A BF B9 97 AD 9E 83 95 89 89 95 86 0C BF 8E 98 9E 83 99 DD AE CC D3 EC 95 81 0C	ペヲシルバニアのうまれです。5ねんまえにここにきました。そのまえはボストヲにいました	Родился в Пенсильвании.Здесь 5 лет.До этого Бостон.	26	4	Родился в | Пенсильвании.Здесь 5 | лет.До этого Бостон.	51
D0485	03	07C5B	07C6B	34		C7 AE E8 FC DB AF 95 99 81 A8 98 85 AE FF 86 A6 81 92 AE 8B 92 97 BF 93 AE 89 95 A2 99 81 B0 92 81 08	グループにはいるのが きらいでしてね。どこにもはいっていません	Не люблю группы.Никуда не вхожу.	26	4	Не люблю группы.Никуда не | вхожу.	32
D0486	03	07C7E	07C8E	51		AB 85 AE 9E 9E 94 84 93 89 92 AE 8B 8F A5 BF FF A0 8C A1 98 FF 84 B0 93 0A 85 AE FF 80 AD 94 8B 95 85 8F AC 8C A8 98 A2 FF 9F 85 A6 92 AE 8F 8A 9A AE 0A	わがままなおとこでしたよ。 むすめの おっとですが あんなしにかたをするのも みからでたさびです	Он был эгоистом.Хотя он муж моей дочери,такая смерть закономерна.	26	4	Он был эгоистом.Хотя он | муж моей дочери,такая | смерть закономерна.	65
