id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
430	430	2C4B	A	AC4B	8	plain	YES		0	0			65 84 74 02 02 68 71 FF	シュン「なにを ききますか？	シュン「なにを ききますか？
431	431	2C53	A	AC53	22	controlled	YES		0	3	ED89,E977,ED8F	F2,F2,F2	F2 89 ED F2 77 E9 60 1A 2E 4B 1D 00 15 2E 0B 27 10 36 F2 8F ED FF	[F2:$ED89][F2:$E977]\n[F1:$02]なんだね あんたらは？[F2:$ED8F]	[FC:$4E][F0:$00,$89]ますだ たえ だが。\n[F1:$02]なんだね あんたらは？[F0:$08,$81]
432	432	2C69	A	AC69	23	controlled	YES		0	2	ED89,ED8F	F2,F2	F2 89 ED 17 0C 1E 94 1A 27 00 B4 73 16 2F 0F 29 41 1E 3F F2 8F ED FF	[F2:$ED89]うちのひとなら とうきょうに いっとるがの。[F2:$ED8F]	[FC:$4E][F0:$00,$89]うちのひとなら とうきょうに いっとるがの。[F0:$08,$81]
433	433	2C80	A	AC80	126	controlled	YES		0	2	ED89,ED8F	F2,FC,FC,F2	F2 89 ED 94 73 17 27 20 2D 01 17 86 1A 00 94 47 30 60 1A 01 2F 0B 1E 1B 72 62 FC 4E 05 1E 1F 18 23 00 17 0C 1E 94 73 21 01 07 00 09 2C 1B 60 1A 2F 0B 0F 16 17 94 78 19 01 1D 2D 03 2A 0B 28 07 0E 72 62 FC 4E 7B 19 01 1D 2D 03 2A 0B 00 94 71 60 0B 07 77 B7 76 A5 25 02 19 00 0F 01 60 16 2F 0F 2F 0B 1E 17 3F F2 8F ED 62 65 B7 0F 16 18 50 00 B8 1E 60 11 41 07 1E 14 17 6C 1D 72 FF	[F2:$ED89]ひとに うらみをかうような ひとじゃ\n[F1:$02]なかったのに……。\n[F1:$0A][FE][F9][FC:$4E]このまえも うちのひとに むかし せわに\n[F1:$02]なったというひとが おかねをくれたりして……。\n[F1:$0A][FE][F9][FC:$4E]え？ おかねをくれた ひとか？\n[F1:$02]たしか きたはまの いいじまゆきお とか\n[F1:$02]いっとったのう。[F2:$ED8F]\n[F1:$0A][FE][F9]シュン「きたはまといえば あばしりの\n[F1:$02]ひがしのほうですね……。	[FC:$4E][F0:$00,$89]ひとに うらみをかうような ひとじゃ\n[F1:$02]なかったのに……。\n[F1:$0A][FE][F9][FC:$4E]このまえも うちのひとに むかし せわに\n[F1:$02]なったというひとが おかねをくれたりして……。\n[F1:$0A][FE][F9][FC:$4E]え？ おかねをくれた ひとか？\n[F1:$02]たしか きたはまの いいじまゆきお とか\n[F1:$02]いっとったのう。[F0:$08,$81]\n[F1:$0A][FE][F9]シュン「きたはまといえば あばしりの\n[F1:$02]ひがしのほうですね……。
434	434	2CFE	A	ACFE	44	controlled	YES		0	2	ED89,ED8F	F2,F2	F2 89 ED 17 0C 1E 94 78 1A 2E 4E 00 05 2B 06 2A 1A 02 30 60 1A 27 7F 2E 4B 2F 35 60 17 2F 00 17 2F 00 15 2E 0B 15 15 72 F2 8F ED FF	[F2:$ED89]うちのひとが なんで ころされなきゃ\n[F1:$02]ならないんだっ！\n[F1:$02]うっ うっ あんたああ……。[F2:$ED8F]	[FC:$4E][F0:$00,$89]うちのひとが なんで ころされなきゃ\n[F1:$02]ならないんだっ！\n[F1:$02]うっ うっ あんたああ……。[F0:$08,$81]
435	435	2D2A	A	AD2A	35	controlled	YES		0	2	ED89,ED8F	F2,F2	F2 89 ED B7 76 A5 00 25 02 19 00 2F 0E 16 17 4B 04 4E 60 15 0B 07 75 15 2F 0B 05 0F 1D 18 6F F2 8F ED FF	[F2:$ED89]きたはまの いいじま ゆきお っていうだけで\n[F1:$02]あたしは あったことねえよ。[F2:$ED8F]	[FC:$4E][F0:$00,$89]きたはまの いいじま ゆきお っていうだけで\n[F1:$02]あたしは あったことねえよ。[F0:$08,$81]
436	436	2D4D	A	AD4D	32	plain	YES		0	0			65 05 1E 94 74 07 27 53 29 2E 6C 70 60 89 15 24 07 16 00 47 2E 52 0D 1B 10 60 20 18 6A 41 72 FF	シュン「このひとを しらべるんですね。\n[F1:$02]とくに あやしい じんぶつには\n[F1:$02]みえませんが……。	シュン「このひとを しらべるんですね。\n[F1:$02]とくに あやしい じんぶつには\n[F1:$02]みえませんが……。
437	437	2D6D	A	AD6D	45	controlled	YES		0	2	ED89,ED8F	F8,F2,F2	65 7B 05 1E 94 74 0F 29 2E 6C 77 63 36 F8 F2 89 ED 15 0B 07 85 1A 00 19 50 15 93 74 0F 2F 0E 23 60 07 01 0B 7F 2C 1A 15 3F F2 8F ED FF	シュン「え？ このひとを とるんですか ボス？\n[F2:$ED89]あたしみたいな おばあさんを とっても\n[F1:$02]しかたないわなあ。[F2:$ED8F]	シュン「え？ このひとを とるんですか ボス？\n[FC:$4E][F0:$00,$89]あたしみたいな おばあさんを とっても\n[F1:$02]しかたないわなあ。[F0:$08,$81]
438	438	2D9A	A	AD9A	7	plain	YES		0	0			65 84 74 B3 68 71 FF	シュン「なにを みせますか？	シュン「なにを みせますか？
439	439	2DA1	A	ADA1	15	controlled	YES		0	2	ED82,ED86	F2,F2	F2 82 ED 4B 2A 1E 99 74 B3 68 71 F2 86 ED FF	[F2:$ED82]だれのしゃしんを みせますか？[F2:$ED86]	シュン「[F0:$A1]だれのしゃしんを みせますか？[F0:$A2]
440	440	2DB0	A	ADB0	4	controlled	YES		0	1	E94F	F2	F2 4F E9 FF	[F2:$E94F]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]
441	441	2DB4	A	ADB4	20	controlled	YES		0	2	ED89,ED8F	F2,F2	F2 89 ED 1A 2E 4B 00 15 2E 0B 27 00 90 01 1D 36 F2 8F ED FF	[F2:$ED89]なんだ あんたら けいさつかね？[F2:$ED8F]	[FC:$4E][F0:$00,$89]なんだ あんたら けいさつかね？[F0:$08,$81]
442	442	2DC8	A	ADC8	28	controlled	YES		0	2	ED89,ED8F	F2,F2	F2 89 ED 15 2E 0B 27 78 8F 93 4B 2F 0E 05 0F 10 60 80 00 7D 2F 0B 26 35 F2 8F ED FF	[F2:$ED89]あんたらが けいじさんだってことは\n[F1:$02]もう わかったよ！[F2:$ED8F]	[FC:$4E][F0:$00,$89]あんたらが けいじさんだってことは\n[F1:$02]もう わかったよ！[F0:$08,$81]
443	443	2DE4	A	ADE4	44	controlled	YES		0	3	E94F,ED89,ED8F	F2,F2,F2	F2 4F E9 F2 89 ED 05 2A 75 0B 07 01 73 17 0C 1E 94 78 01 1D 2D 01 28 0B 60 E2 06 27 02 2E 01 27 76 E3 10 41 02 4B 1E 3F F2 8F ED FF	[F2:$E94F][F2:$ED89]これは たしかに うちのひとが かねをかりた\n[F1:$02]サラきんからの ハガキだの。[F2:$ED8F]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9][FC:$4E][F0:$00,$89]これは たしかに うちのひとが かねをかりた\n[F1:$02]サラきんからの ハガキだの。[F0:$08,$81]
444	444	2E10	A	AE10	44	controlled	YES		0	2	E94F,DADB	F2,FC,F2	F2 4F E9 FC 4E 19 19 00 05 28 30 00 17 0C 1E 94 4B 41 72 60 1A 2E 4B 2F 0E 36 00 05 2B 06 2A 0B 38 60 0A 3E 0A 2E 1A 72 F2 DB DA FF	[F2:$E94F][FC:$4E]おお こりゃ うちのひとだが……。\n[F1:$02]なんだって？ ころされた[GLYPH:$38]\n[F1:$02]そ、そんな……。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9][FC:$4E]おお こりゃ うちのひとだが……。\n[F1:$02]なんだって？ ころされた[GLYPH:$38]\n[F1:$02]そ、そんな……。\n[F1:$0A][FE][F9][F5:$11,$03]
445	445	2E3C	A	AE3C	24	controlled	YES		0	2	E94F,DADB	F2,FC,F2	F2 4F E9 FC 4E 15 3E 15 2E 0B 15 33 3F 00 17 2F 00 17 2F 72 F2 DB DA FF	[F2:$E94F][FC:$4E]あ、あんたあー。 うっ うっ……。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9][FC:$4E]あ、あんたあー。 うっ うっ……。\n[F1:$0A][FE][F9][F5:$11,$03]
446	446	2E54	A	AE54	6	plain	YES		0	0			65 B8 00 6C 3F FF	シュン「あばしり です。	シュン「あばしり です。
447	447	2E5A	A	AE5A	60	plain	YES		0	0			65 B4 1E 94 75 B8 0F 16 17 0F 60 08 43 00 04 16 21 07 32 74 2A 2E 0A 17 00 08 29 01 23 60 07 2A 6A 70 62 65 4E 23 00 20 0E 1E 0F 19 28 60 19 4B 24 01 1A 00 1F 0C 1A 20 00 6E 3F FF	シュン「とうきょうのひとは あばしりというと\n[F1:$02]すぐ けいむしょを れんそう するかも\n[F1:$02]しれませんね。\n[F1:$0A][FE][F9]シュン「でも みてのとおり\n[F1:$02]おだやかな まちなみ でしょう。	シュン「とうきょうのひとは あばしりというと\n[F1:$02]すぐ けいむしょを れんそう するかも\n[F1:$02]しれませんね。\n[F1:$0A][FE][F9]シュン「でも みてのとおり\n[F1:$02]おだやかな まちなみ でしょう。
448	448	2E96	A	AE96	21	plain	YES		0	0			65 89 05 2A 0F 16 2F 0E 60 22 1B 0D 03 23 1E 75 7E 6A 41 3F FF	シュン「とくに これといって\n[F1:$02]めにつくものは ありませんが。	シュン「とくに これといって\n[F1:$02]めにつくものは ありませんが。
449	449	4600	B	8600	4	controlled	YES		0	1	E980	F2	F2 80 E9 FF	[F2:$E980]	シュン「ここには とるようなものは\n[F1:$02]みあたりませんが……。
450	450	2EAB	A	AEAB	27	plain	YES		0	0			65 63 3F 54 03 1B 75 A2 74 B3 0E 15 29 03 60 86 1A 00 07 31 20 75 7E 6A 41 3F FF	シュン「ボス。ぼくには てちょうを みせてあるく\n[F1:$02]ような しゅみは ありませんが。	シュン「ボス。ぼくには てちょうを みせてあるく\n[F1:$02]ような しゅみは ありませんが。
451	451	2EC6	A	AEC6	21	plain	YES		0	0			65 7A 88 05 1E 8C 76 94 1B 60 B3 0E 00 02 16 0E 20 6B 3F 62 FF	シュン「では ちょっと このあたりの ひとに\n[F1:$02]みせて きいてみましょう。\n[F1:$0A][FE][F9]	シュン「では ちょっと このあたりの ひとに\n[F1:$02]みせて きいてみましょう。\n[F1:$0A][FE][F9]
452	452	2EDB	A	AEDB	11	controlled	YES		0	3	E94F,E819,DADB	F2,F2,F2	F2 4F E9 66 F2 19 E8 F2 DB DA FF	[F2:$E94F]＊「[F2:$E819][F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「なんですか これ？\n[F1:$0A][FE][F9][F5:$11,$03]
453	453	2EE6	A	AEE6	11	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 66 06 15 72 F2 DB DA FF	[F2:$E94F]＊「さあ……。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「さあ……。\n[F1:$0A][FE][F9][F5:$11,$03]
454	454	2EF1	A	AEF1	24	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 66 05 2A 2D 20 0E 00 4F 17 1A 29 2F 0E 16 17 1E 36 F2 DB DA FF	[F2:$E94F]＊「これをみて どうなるっていうの？[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「これをみて どうなるっていうの？\n[F1:$0A][FE][F9][F5:$11,$03]
455	455	2F09	A	AF09	14	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 66 7D 2E 7F 1A 15 72 F2 DB DA FF	[F2:$E94F]＊「わかんないなあ……。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「わかんないなあ……。\n[F1:$0A][FE][F9][F5:$11,$03]
456	456	2F17	A	AF17	16	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 66 07 27 7F 00 94 00 6C 70 F2 DB DA FF	[F2:$E94F]＊「しらない ひと ですね。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「しらない ひと ですね。\n[F1:$0A][FE][F9][F5:$11,$03]
457	457	2F27	A	AF27	8	controlled	YES		0	2	E94F,E821	F2,F2	F2 4F E9 66 F2 21 E8 FF	[F2:$E94F]＊「[F2:$E821]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]＊「だれです これ？\n[F1:$0A][FE][F9][F5:$11,$03]
458	458	2F2F	A	AF2F	55	plain	YES		0	0			65 88 1F 2F 0E 03 4B 06 16 00 63 35 62 65 16 1F 00 E4 55 0F 01 33 73 21 09 2E 2A 2E 27 03 41 7E 60 B8 05 17 73 8D 76 08 16 92 41 60 15 41 2F 0B 0F 1E 05 0F 6C 35 FF	シュン「ちょっと まってください ボス！\n[F1:$0A][FE][F9]シュン「いま パトカーに むせんれんらくがあり\n[F1:$02]あばしりこうに おとこの すいしたいが\n[F1:$02]あがったとのことです！	シュン「ちょっと まってください ボス！\n[F1:$0A][FE][F9]シュン「いま パトカーに むせんれんらくがあり\n[F1:$02]あばしりこうに おとこの すいしたいが\n[F1:$02]あがったとのことです！
459	459	2F66	A	AF66	6	plain	YES		0	0			65 B7 00 6C 3F FF	シュン「きたはま です。	シュン「きたはま です。
460	460	2F6C	A	AF6C	36	plain	YES		0	0			65 17 20 53 73 E3 59 0D 2E 0F 15 29 60 01 1A 28 00 06 51 07 16 00 18 02 6C 70 60 18 02 16 2E 78 16 68 3F FF	シュン「うみべに ポツンとある\n[F1:$02]かなり さびしい えきですね。\n[F1:$02]えきいんが います。	シュン「うみべに ポツンとある\n[F1:$02]かなり さびしい えきですね。\n[F1:$02]えきいんが います。
461	461	2F90	A	AF90	31	controlled	YES		0	2	ED93,ED9B	F2,F2	F2 93 ED 4B 2A 6C 71 00 0A 2E 1A 00 1A 1F 18 1E 94 10 60 07 28 15 16 73 16 6A 6F F2 9B ED FF	[F2:$ED93]だれですか？ そんな なまえのひとは\n[F1:$02]しりあいに いませんよ。[F2:$ED9B]	えきいん「[F0:$81]だれですか？ そんな なまえのひとは\n[F1:$02]しりあいに いませんよ。[F0:$82]
462	462	2FAF	A	AFAF	38	controlled	YES		0	2	ED93,ED9B	F2,F2	F2 93 ED 7B A5 93 36 60 47 30 15 00 15 2E 0B 0B 0C 23 00 A5 93 41 60 05 2B 06 2A 0B 0F 00 02 16 0E 38 F2 9B ED FF	[F2:$ED93]え？ いいじまさん？\n[F1:$02]じゃあ あんたたちも いいじまさんが\n[F1:$02]ころされたと きいて[GLYPH:$38][F2:$ED9B]	えきいん「[F0:$81]え？ いいじまさん？\n[F1:$02]じゃあ あんたたちも いいじまさんが\n[F1:$02]ころされたと きいて[GLYPH:$38][F0:$82]
463	463	2FD5	A	AFD5	51	controlled	YES		0	2	ED93,ED9B	F2,F2	F2 93 ED 84 2D 16 2F 0E 16 29 2E 6C 35 00 04 06 00 A5 93 60 76 92 78 10 1F 73 15 41 2F 0B 2F 0E 60 C8 47 31 17 00 19 19 06 2C 42 6C 26 2F 35 F2 9B ED FF	[F2:$ED93]なにをいっているんです！ けさ いいじまさん\n[F1:$02]の したいが はまに あがったって\n[F1:$02]まちじゅう おおさわぎですよっ！[F2:$ED9B]	えきいん「[F0:$81]なにをいっているんです！ けさ いいじまさん\n[F1:$02]の したいが はまに あがったって\n[F1:$02]まちじゅう おおさわぎですよっ！[F0:$82]
464	464	3008	A	B008	38	controlled	YES		0	2	ED93,ED9B	F2,F2	F2 93 ED 06 15 00 1A 2E 4E 00 A5 93 78 05 2B 06 2A 0B 60 1E 77 1F 29 4E 00 04 2E 0F 17 78 0D 02 6A 3F F2 9B ED FF	[F2:$ED93]さあ なんで いいじまさんが ころされた\n[F1:$02]のか まるで けんとうが つきません。[F2:$ED9B]	えきいん「[F0:$81]さあ なんで いいじまさんが ころされた\n[F1:$02]のか まるで けんとうが つきません。[F0:$82]
465	465	302E	A	B02E	40	plain	YES		0	0			65 05 1E 18 02 16 2E 74 07 27 53 29 1E 6C 71 60 10 2E 46 16 2D 19 01 08 86 1A 00 47 2E 52 0D 1B 10 60 20 18 6A 41 3F FF	シュン「このえきいんを しらべるのですか？\n[F1:$02]はんざいをおかすような じんぶつには\n[F1:$02]みえませんが。	シュン「このえきいんを しらべるのですか？\n[F1:$02]はんざいをおかすような じんぶつには\n[F1:$02]みえませんが。
466	466	3056	A	B056	38	plain	YES		0	0			65 12 07 42 1A 05 0F 73 94 78 15 1F 28 16 6A 3F 60 C8 47 31 17 4E 00 82 01 73 16 2F 0E 16 29 79 60 07 32 17 71 FF	シュン「ふしぎなことに ひとが あまりいません。\n[F1:$02]まちじゅうで どこかに いっているので\n[F1:$02]しょうか？	シュン「ふしぎなことに ひとが あまりいません。\n[F1:$02]まちじゅうで どこかに いっているので\n[F1:$02]しょうか？
467	467	307C	A	B07C	48	plain	YES		0	0			65 63 3F 19 05 0F 50 74 01 18 08 26 17 4E 60 02 32 17 07 31 03 6C 41 72 62 65 05 1E 94 1E 99 74 0F 2F 0E 23 60 16 20 41 7F 86 73 7C 16 68 3F FF	シュン「ボス。おことばを かえすようで\n[F1:$02]きょうしゅくですが……。\n[F1:$0A][FE][F9]シュン「このひとのしゃしんを とっても\n[F1:$02]いみがないように おもいます。	シュン「ボス。おことばを かえすようで\n[F1:$02]きょうしゅくですが……。\n[F1:$0A][FE][F9]シュン「このひとのしゃしんを とっても\n[F1:$02]いみがないように おもいます。
468	468	30AC	A	B0AC	35	controlled	YES		0	3	E94F,ED93,ED9B	F2,F2,F2	F2 4F E9 F2 93 ED 19 24 3F 8F 93 00 6D 71 60 24 10 28 00 A5 93 76 47 04 2E 4E 00 05 05 1B 36 F2 9B ED FF	[F2:$E94F][F2:$ED93]おや。けいじさん でしたか？\n[F1:$02]やはり いいじまさんの じけんで ここに？[F2:$ED9B]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「[F0:$81]おや。けいじさん でしたか？\n[F1:$02]やはり いいじまさんの じけんで ここに？[F0:$82]
469	469	30CF	A	B0CF	30	controlled	YES		0	3	E94F,ED93,ED9B	F2,F2,F2	F2 4F E9 F2 93 ED 16 2F 01 16 B3 27 2A 2A 50 00 19 54 18 0E 68 6F 60 8F 93 3F F2 9B ED FF	[F2:$E94F][F2:$ED93]いっかいみせられれば おぼえてますよ。\n[F1:$02]けいじさん。[F2:$ED9B]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「[F0:$81]いっかいみせられれば おぼえてますよ。\n[F1:$02]けいじさん。[F0:$82]
470	470	30ED	A	B0ED	52	controlled	YES		0	3	E94F,ED93,ED9B	F2,F2,F2	F2 4F E9 F2 93 ED 15 15 00 E3 59 08 0F 1A 27 00 01 16 06 0D 2D 4E 0E 72 60 7B E3 59 08 0F 1E 96 74 07 28 0B 01 2F 0B 2E 47 30 60 7F 2E 6C 01 72 F2 9B ED FF	[F2:$E94F][F2:$ED93]ああ ポストなら かいさつをでて……。\n[F1:$02]え？ ポストのばしょを しりたかったんじゃ\n[F1:$02]ないんですか……。[F2:$ED9B]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「[F0:$81]ああ ポストなら かいさつをでて……。\n[F1:$02]え？ ポストのばしょを しりたかったんじゃ\n[F1:$02]ないんですか……。[F0:$82]
471	471	3121	A	B121	12	controlled	YES		0	2	E94F,E985	F2,F2	F2 4F E9 18 02 16 2E 3A F2 85 E9 FF	[F2:$E94F]えきいん「[F2:$E985]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「うーん。みたことが あるようなきもしますが \n[F1:$02]それが どこで いつだったかまでは……。\n[F1:$02]どうも すいません。\n[F1:$0A][FE][F9][F5:$11,$03]
472	472	312D	A	B12D	76	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 18 02 16 2E 3A 10 16 3F 05 2A 75 A5 93 73 60 1F 0C 41 16 00 7E 6A 3F 62 18 02 16 2E 3A 05 1E C8 76 47 0D 28 32 03 07 30 6D 01 27 60 05 1E 94 76 01 19 2D 07 27 7F 94 10 60 05 1E C8 73 14 0F 2E 4F 00 16 6A 6F F2 DB DA FF	[F2:$E94F]えきいん「はい。これは いいじまさんに \n[F1:$02]まちがい ありません。\n[F1:$0A][FE][F9]えきいん「このまちの じつりょくしゃでしたから\n[F1:$02]このひとの かおをしらないひとは\n[F1:$02]このまちに ほとんど いませんよ。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「はい。これは いいじまさんに \n[F1:$02]まちがい ありません。\n[F1:$0A][FE][F9]えきいん「このまちの じつりょくしゃでしたから\n[F1:$02]このひとの かおをしらないひとは\n[F1:$02]このまちに ほとんど いませんよ。\n[F1:$0A][FE][F9][F5:$11,$03]
473	473	3179	A	B179	12	controlled	YES		0	2	E94F,E9B5	F2,F2	F2 4F E9 18 02 16 2E 3A F2 B5 E9 FF	[F2:$E94F]えきいん「[F2:$E9B5]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]えきいん「なかなか かっぷくのいい ひと ですね。\n[F1:$02]いえ こころあたりが ありません。\n[F1:$0A][FE][F9][F5:$11,$03]
474	474	3185	A	B185	41	plain	YES		0	0			65 A5 76 20 17 0C 1E 23 1E 10 60 10 1F 53 73 16 29 0F 00 7C 16 68 6F 60 26 52 26 28 00 16 2F 0B 14 17 78 10 24 16 6E 3F FF	シュン「いいじまの みうちのものは\n[F1:$02]はまべに いると おもいますよ。\n[F1:$02]よぶより いったほうが はやいでしょう。	シュン「いいじまの みうちのものは\n[F1:$02]はまべに いると おもいますよ。\n[F1:$02]よぶより いったほうが はやいでしょう。
475	475	31AE	A	B1AE	26	plain	YES		0	0			65 B7 00 76 10 1F 53 00 6C 3F 60 01 1A 28 1E 94 78 15 0D 1F 2F 0E 16 68 3F FF	シュン「きたはま の はまべ です。\n[F1:$02]かなりのひとが あつまっています。	シュン「きたはま の はまべ です。\n[F1:$02]かなりのひとが あつまっています。
476	476	31C8	A	B1C8	41	plain	YES		0	0			65 08 4E 73 47 23 0F 76 90 41 60 07 27 53 74 19 05 1A 2F 0E 16 29 86 6C 3F 60 04 16 01 2E 76 08 41 0B 23 00 20 18 68 3F FF	シュン「すでに じもとの けいさつが\n[F1:$02]しらべを おこなっているようです。\n[F1:$02]けいかんの すがたも みえます。	シュン「すでに じもとの けいさつが\n[F1:$02]しらべを おこなっているようです。\n[F1:$02]けいかんの すがたも みえます。
